IDPLAYER,PLAYERNAME,FIRSTNAME,LASTNAME,IDFANGRAPHS,FANGRAPHSNAME,MLBID,MLBNAME,CBSID,CBSNAME,BREFID,ESPNID,ESPNNAME,BPID,FANTPROSNAME,LASTCOMMAFIRST,RAZZBALLNAME
bubickr01,Kris Bubic,Kris,Bubic,21455,Kris Bubic,663460,Kris Bubic,2931905,Kris Bubic,bubickr01,41201,Kris Bubic,114683,Kris Bubic,"Bubic, Kris",Kris Bubic
robinkr01,Kristian Robinson,Kristian,Robinson,sa3006884,Kristian Robinson,677565,Kristian Robinson,3077718,Kristian Robinson,robinkr01,,,111289,Kristian Robinson,"Robinson, Kristian",Kristian Robinson
suzukku01,Kurt Suzuki,Kurt,Suzuki,8259,Kurt Suzuki,435559,Kurt Suzuki,546504,Kurt Suzuki,suzukku01,28802,Kurt Suzuki,49076,Kurt Suzuki,"Suzuki, Kurt",Kurt Suzuki
crawfku01,Kutter Crawford,Kutter,Crawford,20531,Kutter Crawford,676710,Kutter Crawford,2836759,Kutter Crawford,crawfku01,,Kutter Crawford,109650,Kutter Crawford,"Crawford, Kutter",Kutter Crawford
barraky01,Kyle Barraclough,Kyle,Barraclough,13713,Kyle Barraclough,607457,Kyle Barraclough,2186085,Kyle Barraclough,barraky01,34830,Kyle Barraclough,71177,Kyle Barraclough,"Barraclough, Kyle",Kyle Barraclough
bradiky01,Kyle Bradish,Kyle,Bradish,24586,Kyle Bradish,680694,Kyle Bradish,2932284,Kyle Bradish,bradiky01,,Kyle Bradish,114191,Kyle Bradish,"Bradish, Kyle",Kyle Bradish
crickky01,Kyle Crick,Kyle,Crick,13182,Kyle Crick,605195,Kyle Crick,1947854,Kyle Crick,crickky01,32171,Kyle Crick,70438,Kyle Crick,"Crick, Kyle",Kyle Crick
farmeky01,Kyle Farmer,Kyle,Farmer,14813,Kyle Farmer,571657,Kyle Farmer,2118133,Kyle Farmer,farmeky01,33287,Kyle Farmer,100171,Kyle Farmer,"Farmer, Klye",Kyle Farmer
finneky01,Kyle Finnegan,Kyle,Finnegan,15009,Kyle Finnegan,640448,Kyle Finnegan,2739972,Kyle Finnegan,finneky01,,Kyle Finnegan,102428,Kyle Finnegan,"Finnegan, Kyle",Kyle Finnegan
freelky01,Kyle Freeland,Kyle,Freeland,16256,Kyle Freeland,607536,Kyle Freeland,2135246,Kyle Freeland,freelky01,33839,Kyle Freeland,71098,Kyle Freeland,"Freeland, Kyle",Kyle Freeland
garliky01,Kyle Garlick,Kyle,Garlick,18063,Kyle Garlick,664247,Kyle Garlick,2227217,Kyle Garlick,garliky01,35431,Kyle Garlick,106026,Kyle Garlick,"Garlick, Kyle",Kyle Garlick
gibsoky01,Kyle Gibson,Kyle,Gibson,10123,Kyle Gibson,502043,Kyle Gibson,1739665,Kyle Gibson,gibsoky01,31053,Kyle Gibson,65801,Kyle Gibson,"Gibson, Kyle",Kyle Gibson
harriky01,Kyle Harrison,Kyle,Harrison,sa3014513,Kyle Harrison,690986,Kyle Harrison,26615400,Kyle Harrison,harriky01,,Kyle Harrison,147803,Kyle Harrison,"Harrison, Kyle",Kyle Harrison
hendrky01,Kyle Hendricks,Kyle,Hendricks,12049,Kyle Hendricks,543294,Kyle Hendricks,2108023,Kyle Hendricks,hendrky01,33173,Kyle Hendricks,69172,Kyle Hendricks,"Hendricks, Kyle",Kyle Hendricks
higasky01,Kyle Higashioka,Kyle,Higashioka,5517,Kyle Higashioka,543309,Kyle Higashioka,1735742,Kyle Higashioka,higasky01,30545,Kyle Higashioka,57969,Kyle Higashioka,"Higashioka, Kyle",Kyle Higashioka
holdeky01,Kyle Holder,Kyle,Holder,sa857840,Kyle Holder,664060,Kyle Holder,2211202,Kyle Holder,holdeky01,35286,Kyle Holder,105436,Kyle Holder,"Holder, Kyle",Kyle Holder
isbelky01,Kyle Isbel,Kyle,Isbel,21614,Kyle Isbel,664728,Kyle Isbel,2932828,Kyle Isbel,isbelky01,,Kyle Isbel,124395,Kyle Isbel,"Isbel, Kyle",Kyle Isbel
lewisky01,Kyle Lewis,Kyle,Lewis,19508,Kyle Lewis,641786,Kyle Lewis,2250596,Kyle Lewis,lewisky01,36188,Kyle Lewis,108097,Kyle Lewis,"Lewis, Kyle",Kyle Lewis
manzaky01,Kyle Manzardo,Kyle,Manzardo,sa3017342,Kyle Manzardo,700932,Kyle Manzardo,26911664,Kyle Manzardo,manzaky01,,Kyle Manzardo,,Kyle Manzardo,"Manzardo, Kyle",Kyle Manzardo
mulleky01,Kyle Muller,Kyle,Muller,20167,Kyle Muller,666205,Kyle Muller,2449981,Kyle Muller,mulleky01,41041,Kyle Muller,108272,Kyle Muller,"Muller, Kyle",Kyle Muller
nelsoky01,Kyle Nelson,Kyle,Nelson,20515,Kyle Nelson,669459,Kyle Nelson,2837289,Kyle Nelson,nelsoky01,,Kyle Nelson,110436,Kyle Nelson,"Nelson, Kyle",Kyle Nelson
schwaky01,Kyle Schwarber,Kyle,Schwarber,16478,Kyle Schwarber,656941,Kyle Schwarber,2135243,Kyle Schwarber,schwaky01,33712,Kyle Schwarber,103751,Kyle Schwarber,"Schwarber, Kyle",Kyle Schwarber
stoweky01,Kyle Stowers,Kyle,Stowers,26151,Kyle Stowers,669065,Kyle Stowers,3152105,Kyle Stowers,stoweky01,,Kyle Stowers,137926,Kyle Stowers,"Stowers, Kyle",Kyle Stowers
tuckeky01,Kyle Tucker,Kyle,Tucker,18345,Kyle Tucker,663656,Kyle Tucker,2184352,Kyle Tucker,tuckeky01,34967,Kyle Tucker,107047,Kyle Tucker,"Tucker, Kyle",Kyle Tucker
wrighky01,Kyle Wright,Kyle,Wright,19665,Kyle Wright,657140,Kyle Wright,2835057,Kyle Wright,wrighky01,39652,Kyle Wright,111162,Kyle Wright,"Wright, Kyle",Kyle Wright
wadela01,LaMonte Wade,LaMonte,Wade,18126,LaMonte Wade Jr.,664774,LaMonte Wade Jr.,2211805,LaMonte Wade,wadela01,37798,,107095,LaMonte Wade,"Wade, LaMonte",LaMonte Wade Jr.
lynnla01,Lance Lynn,Lance,Lynn,2520,Lance Lynn,458681,Lance Lynn,1733864,Lance Lynn,lynnla01,30820,Lance Lynn,58410,Lance Lynn,"Lynn, Lance",Lance Lynn
mcculla02,Lance McCullers,Lance,McCullers,14120,Lance McCullers Jr.,621121,Lance McCullers Jr.,2001084,Lance McCullers,mcculla02,32764,Lance McCullers,100521,Lance McCullers Jr.,"McCullers, Lance",Lance McCullers Jr.
rouppla01,Landen Roupp,Landen,Roupp,sa3017869,Landen Roupp,694738,Landen Roupp,,Landen Roupp,rouppla01,,Landen Roupp,,Landen Roupp,"Roupp, Landen",Landen Roupp
thomala02,Lane Thomas,Lane,Thomas,16939,Lane Thomas,657041,Lane Thomas,2731209,Lane Thomas,thomala02,36409,Lane Thomas,104926,Lane Thomas,"Thomas, Lane",Lane Thomas
nootbla01,Lars Nootbaar,Lars,Nootbaar,21454,Lars Nootbaar,663457,Lars Nootbaar,2932975,Lars Nootbaar,nootbla01,,Lars Nootbaar,130939,Lars Nootbaar,"Nootbaar, Lars",Lars Nootbaar
cedenle01,Leandro Cedeno,Leandro,Cedeno,sa873307,Leandro Cedeno,660681,Leandro Cedeno,2821944,Leandro Cedeno,cedenle01,,Leandro Cedeno,105706,Leandro Cedeno,"Cedeno, Leandro",Leandro Cedeno
taverle01,Leody Taveras,Leody,Taveras,18900,Leody Taveras,665750,Leody Taveras,2227136,Leody Taveras,taverle01,34951,Leody Taveras,107293,Leody Taveras,"Taveras, Leody",Leody Taveras
garcile02,Leury Garcia,Leury,Garcia,5913,Leury Garcia,544725,Leury Garcia,1740935,Leury Garcia,garcile02,30664,Leury Garcia,57884,Leury Garcia,"Garcia, Leury",Leury Garcia
diazle01,Lewin Diaz,Lewin,Diaz,18365,Lewin Diaz,650331,Lewin Diaz,2768553,Lewin Diaz,diazle01,39921,Lewin Diaz,104121,Lewin Diaz,"Diaz, Lewin",Lewin Diaz
brinsle01,Lewis Brinson,Lewis,Brinson,14352,Lewis Brinson,621446,Lewis Brinson,2044517,Lewis Brinson,brinsle01,32819,Lewis Brinson,100634,Lewis Brinson,"Brinson, Lewis",Lewis Brinson
hendrli01,Liam Hendriks,Liam,Hendriks,3548,Liam Hendriks,521230,Liam Hendriks,1756629,Liam Hendriks,hendrli01,31755,Liam Hendriks,56426,Liam Hendriks,"Hendriks, Liam",Liam Hendriks
pegueli01,Liover Peguero,Liover,Peguero,24273,Liover Peguero,678894,Liover Peguero,3152050,Liover Peguero,pegueli01,,Liover Peguero,132154,Liover Peguero,"Peguero, Liover",Liover Peguero
sotoli01,Livan Soto,Livan,Soto,22471,Livan Soto,670869,Livan Soto,3103545,Livan Soto,sotoli01,,Livan Soto,110877,Livan Soto,"Soto, Livan",Livan Soto
allenlo01,Logan Allen,Logan,Allen,18555,Logan Allen,663531,Logan Allen,2211756,Logan Allen,allenlo01,35024,Logan Allen,105477,Logan Allen,"Allen, Logan",Logan Allen
gilbelo01,Logan Gilbert,Logan,Gilbert,22250,Logan Gilbert,669302,Logan Gilbert,2942974,Logan Gilbert,gilbelo01,41221,Logan Gilbert,121380,Logan Gilbert,"Gilbert, Logan",Logan Gilbert
ohopplo01,Logan O'Hoppe,Logan,O'Hoppe,24729,Logan O'Hoppe,681351,Logan O'Hoppe,3166980,Logan O'Hoppe,ohopplo01,,Logan O'Hoppe,131149,Logan O'Hoppe,"O'Hoppe, Logan",Logan O'Hoppe
webblo01,Logan Webb,Logan,Webb,17995,Logan Webb,657277,Logan Webb,3055542,Logan Webb,webblo01,41216,Logan Webb,105007,Logan Webb,"Webb, Logan",Logan Webb
cainlo01,Lorenzo Cain,Lorenzo,Cain,9077,Lorenzo Cain,456715,Lorenzo Cain,1103279,Lorenzo Cain,cainlo01,29416,Lorenzo Cain,47202,Lorenzo Cain,"Cain, Lorenzo",Lorenzo Cain
trivilo01,Lou Trivino,Lou,Trivino,15043,Lou Trivino,642152,Lou Trivino,2228461,Lou Trivino,trivilo01,35844,Lou Trivino,102770,Lou Trivino,"Trivino, Lou",Lou Trivino
varlalo01,Louie Varland,Louie,Varland,27691,Louie Varland,686973,Louie Varland,26911730,Louie Varland,varlalo01,,Louie Varland,144657,Louie Varland,"Varland, Louie",Louie Varland
gourrlo01,Lourdes Gurriel,Lourdes,Gurriel,19238,Lourdes Gurriel Jr.,666971,Lourdes Gurriel,2431991,Lourdes Gurriel,gurrilo01,36040,Lourdes Gourriel,109138,Lourdes Gurriel Jr.,"Gourriel, Lourdes",Lourdes Gurriel Jr.
giolilu01,Lucas Giolito,Lucas,Giolito,15474,Lucas Giolito,608337,Lucas Giolito,2000027,Lucas Giolito,giolilu01,32697,Lucas Giolito,100261,Lucas Giolito,"Giolito, Lucas",Lucas Giolito
luetglu01,Lucas Luetge,Lucas,Luetge,8337,Lucas Luetge,476595,Lucas Luetge,1925712,Lucas Luetge,luetglu01,32030,Lucas Luetge,58404,Lucas Luetge,"Luetge, Lucas",Lucas Luetge
foxlu01,Lucius Fox,Lucius,Fox,18899,Lucius Fox,665650,Lucius Fox,2227139,Lucius Fox,foxlu01,34990,Lucius Fox,107183,Lucius Fox,"Fox, Lucius",Lucius Fox
arraelu01,Luis Arraez,Luis,Arraez,18568,Luis Arraez,650333,Luis Arraez,2821318,Luis Arraez,arraelu01,39572,Luis Arraez,104123,Luis Arraez,"Arraez, Luis",Luis Arraez
barrelu01,Luis Barrera,Luis,Barrera,19615,Luis Barrera,642456,Luis Barrera,2821428,Luis Barrera,barrelu01,,Luis Barrera,102970,Luis Barrera,"Barrera, Luis",Luis Barrera
campulu01,Luis Campusano,Luis,Campusano,22217,Luis Campusano,669134,Luis Campusano,2836688,Luis Campusano,campulu01,40521,Luis Campusano,109542,Luis Campusano,"Campusano, Luis",Luis Campusano
castilu02,Luis Castillo,Luis,Castillo,15689,Luis Castillo,622491,Luis Castillo,2223751,Luis Castillo,castilu02,35124,Luis Castillo,100945,Luis Castillo,"Castillo, Luis",Luis Castillo
cessalu01,Luis Cessa,Luis,Cessa,13345,Luis Cessa,570666,Luis Cessa,2208984,Luis Cessa,cessalu01,34837,Luis Cessa,66339,Luis Cessa,"Cessa, Luis",Luis Cessa
garcilu03,Luis Garcia,Luis,Garcia,6984,Luis Garcia,472610,Luis Garcia,2069487,Luis Garcia,garcilu03,33089,Luis Garcia,49727,Luis Garcia,"Garcia, Luis",Luis Garcia
garcilu04,Luis Garcia,Luis,Garcia,20391,Luis Garcia,671277,Luis Garcia,2768551,Luis Garcia,garcilu04,40459,Luis Garcia,109139,Luis Garcia,"Garcia, Luis",Luis Garcia
garcilu05,Luis Garcia,Luis,Garcia,23735,Luis Garcia,677651,Luis Garcia,2862994,Luis Garcia,garcilu05,4684365,Luis Garcia,111196,Luis Garcia,"Garcia, Luis",Luis Garcia
gillu01,Luis Gil,Luis,Gil,21052,Luis Gil,661563,Luis Gil,2829343,Luis Gil,gillu01,,Luis Gil,106040,Luis Gil,"Gil, Luis",Luis Gil
gonzalu03,Luis Gonzalez,Luis,Gonzalez,20332,Luis Gonzalez,670768,Luis Gonzalez,2836929,Luis Gonzalez,gonzalu03,,Luis Gonzalez,109918,Luis Gonzalez,"Gonzalez, Luis",Luis Gonzalez
guilllu01,Luis Guillorme,Luis,Guillorme,16451,Luis Guillorme,641645,Luis Guillorme,2211197,Luis Guillorme,guilllu01,35149,Luis Guillorme,102606,Luis Guillorme,"Guillorme, Luis",Luis Guillorme
ortizlu02,Luis Ortiz,Luis,Ortiz,16942,Luis Ortiz,656814,Luis Ortiz,2135262,Luis Ortiz,ortizlu02,2966,Luis Ortiz,2966,Luis Ortiz,"Ortiz, Luis",Luis Ortiz
ortizlu03,Luis Ortiz,Luis,Ortiz,27646,Luis Ortiz,682847,Luis Ortiz,28946284,Luis Ortiz,ortizlu03,,Luis Ortiz,131491,Luis Ortiz,"Ortiz, Luis",Luis Ortiz
patinlu01,Luis Patino,Luis,Patino,22815,Luis Patino,672715,Luis Patino,2829930,Luis Patino,patinlu01,41176,Luis Patino,110507,Luis Patino,"Patino, Luis",Luis Patino
perdolu02,Luis Perdomo,Luis,Perdomo,14682,Luis Perdomo,606131,Luis Perdomo,2211467,Luis Perdomo,perdolu02,35970,Luis Perdomo,69614,Luis Perdomo,"Perdomo, Luis",Luis Perdomo
rengilu01,Luis Rengifo,Luis,Rengifo,19858,Luis Rengifo,650859,Luis Rengifo,2772560,Luis Rengifo,rengilu01,37237,Luis Rengifo,104450,Luis Rengifo,"Rengifo, Luis",Luis Rengifo
roberlu01,Luis Robert,Luis,Robert,20043,Luis Robert,673357,Luis Robert,2826875,Luis Robert,roberlu01,39631,Luis Robert,110664,Luis Robert,"Robert, Luis",Luis Robert
severlu01,Luis Severino,Luis,Severino,15890,Luis Severino,622663,Luis Severino,2117131,Luis Severino,severlu01,33263,Luis Severino,101074,Luis Severino,"Severino, Luis",Luis Severino
torrelu01,Luis Torrens,Luis,Torrens,15905,Luis Torrens,620443,Luis Torrens,2167460,Luis Torrens,torrelu01,33805,Luis Torrens,102110,Luis Torrens,"Torrens, Luis",Luis Torrens
uriaslu01,Luis Urias,Luis,Urias,16622,Luis Urias,649966,Luis Urias,2227185,Luis Urias,uriaslu01,35383,Luis Urias,104096,Luis Urias,"Urias, Luis",Luis Urias
jackslu01,Luke Jackson,Luke,Jackson,11752,Luke Jackson,592426,Luke Jackson,1765054,Luke Jackson,jackslu01,31749,Luke Jackson,68592,Luke Jackson,"Jackson, Luke",Luke Jackson
mailelu01,Luke Maile,Luke,Maile,13355,Luke Maile,571912,Luke Maile,2117544,Luke Maile,mailelu01,33271,Luke Maile,100036,Luke Maile,"Maile, Luke",Luke Maile
raleylu01,Luke Raley,Luke,Raley,19354,Luke Raley,670042,Luke Raley,2921005,Luke Raley,raleylu01,,Luke Raley,108437,Luke Raley,"Raley, Luke",Luke Raley
simslu01,Luke Sims,Luke,Sims,13470,Lucas Sims,608371,Lucas Sims,2041268,Lucas Sims,simslu01,32807,Lucas Sims,70636,Lucas Sims,"Sims, Luke",Lucas Sims
voitlu01,Luke Voit,Luke,Voit,14811,Luke Voit,572228,Luke Voit,2226571,Luke Voit,voitlu01,35201,Luke Voit,99919,Luke Voit,"Voit, Luke",Luke Voit
weavelu01,Luke Weaver,Luke,Weaver,16918,Luke Weaver,596133,Luke Weaver,2135258,Luke Weaver,weavelu01,33770,Luke Weaver,70913,Luke Weaver,"Weaver, Luke",Luke Weaver
willilu01,Luke Williams,Luke,Williams,19931,Luke Williams,663897,Luke Williams,2919538,Luke Williams,willilu01,,Luke Williams,107130,Luke Williams,"Williams, Luke",Luke Williams
gorema01,MacKenzie Gore,MacKenzie,Gore,22201,MacKenzie Gore,669022,MacKenzie Gore,2835055,MacKenzie Gore,gorema01,39636,MacKenzie Gore,111112,MacKenzie Gore,"Gore, MacKenzie",MacKenzie Gore
bumgama01,Madison Bumgarner,Madison,Bumgarner,5524,Madison Bumgarner,518516,Madison Bumgarner,1619074,Madison Bumgarner,bumgama01,29949,Madison Bumgarner,57743,Madison Bumgarner,"Bumgarner, Madison",Madison Bumgarner
sierrma01,Magneuris Sierra,Magneuris,Sierra,17023,Magneuris Sierra,642423,Magneuris Sierra,2167488,Magneuris Sierra,sierrma01,33814,Magneuris Sierra,102940,Magneuris Sierra,"Sierra, Magneuris",Magneuris Sierra
francma02,Maikel Franco,Maikel,Franco,12179,Maikel Franco,596748,Maikel Franco,1947851,Maikel Franco,francma02,32163,Maikel Franco,68156,Maikel Franco,"Franco, Maikel",Maikel Franco
garcima01,Maikel Garcia,Maikel,Garcia,22715,Maikel Garcia,672580,Maikel Garcia,2829027,Maikel Garcia,garcima01,,Maikel Garcia,109864,Maikel Garcia,"Garcia, Maikel",Maikel Garcia
nunezma01,Malcom Nunez,Malcom,Nunez,sa3008113,Malcom Nunez,682650,Malcom Nunez,3086494,Malcom Nunez,nunezma01,,Malcom Nunez,131056,Malcom Nunez,"Nunez, Malcom",Malcom Nunez
machama01,Manny Machado,Manny,Machado,11493,Manny Machado,592518,Manny Machado,1765812,Manny Machado,machama01,31097,Manny Machado,67049,Manny Machado,"Machado, Manny",Manny Machado
pinama01,Manny Pina,Manny,Pina,2829,Manny Pina,444489,Manny Pina,1662811,Manny Pina,pinama01,30268,Manuel Pina,48685,Manny Pina,"Pina, Manny",Manny Pina
margoma01,Manuel Margot,Manuel,Margot,14712,Manuel Margot,622534,Manuel Margot,2167053,Manuel Margot,margoma01,33599,Manuel Margot,100988,Manuel Margot,"Margot, Manuel",Manuel Margot
rodrima01,Manuel Rodriguez,Manuel,Rodriguez,20794,Manuel Rodriguez,655889,Manuel Rodriguez,3151014,Manuel Rodriguez,rodrima01,,Manuel Rodriguez,110688,Manuel Rodriguez,"Rodriguez, Manuel",Manuel Rodriguez
ozunama01,Marcell Ozuna,Marcell,Ozuna,10324,Marcell Ozuna,542303,Marcell Ozuna,1953522,Marcell Ozuna,ozunama01,31668,Marcell Ozuna,59145,Marcell Ozuna,"Ozuna, Marcell",Marcell Ozuna
gonzama02,Marco Gonzales,Marco,Gonzales,15467,Marco Gonzales,594835,Marco Gonzales,2066303,Marco Gonzales,gonzama02,33158,Marco Gonzales,68759,Marco Gonzales,"Gonzales, Marco",Marco Gonzales
semiema01,Marcus Semien,Marcus,Semien,12533,Marcus Semien,543760,Marcus Semien,1947827,Marcus Semien,semiema01,32146,Marcus Semien,70327,Marcus Semien,"Semien, Marcus",Marcus Semien
stromma01,Marcus Stroman,Marcus,Stroman,13431,Marcus Stroman,573186,Marcus Stroman,2001082,Marcus Stroman,stromma01,32815,Marcus Stroman,70371,Marcus Stroman,"Stroman, Marcus",Marcus Stroman
canhama01,Mark Canha,Mark,Canha,11445,Mark Canha,592192,Mark Canha,1960772,Mark Canha,canhama01,31670,Mark Canha,66950,Mark Canha,"Canha, Mark",Mark Canha
contrma01,Mark Contreras,Mark,Contreras,20122,Mark Contreras,676628,Mark Contreras,2836735,Mark Contreras,contrma01,,Mark Contreras,109620,Mark Contreras,"Contreras, Mark",Mark Contreras
leitema02,Mark Leiter,Mark,Leiter,15551,Mark Leiter,643410,Mark Leiter,2804924,Mark Leiter,leitema02,36202,Mark Leiter Jr.,103426,Mark Leiter Jr.,"Leiter, Mark",Mark Leiter
mathima01,Mark Mathias,Mark,Mathias,18032,Mark Mathias,664029,Mark Mathias,2211778,Mark Mathias,mathima01,,Mark Mathias,106413,Mark Mathias,"Mathias, Mark",Mark Mathias
melanma01,Mark Melancon,Mark,Melancon,4264,Mark Melancon,453343,Mark Melancon,1493886,Mark Melancon,melanma01,29446,Mark Melancon,52231,Mark Melancon,"Melancon, Mark",Mark Melancon
paytoma01,Mark Payton,Mark,Payton,sa549855,Mark Payton,592622,Mark Payton,2226316,Mark Payton,paytoma01,34369,Mark Payton,68650,Mark Payton,"Payton, Mark",Mark Payton
vientma01,Mark Vientos,Mark,Vientos,22184,Mark Vientos,668901,Mark Vientos,2837638,Mark Vientos,vientma01,,Mark Vientos,111017,Mark Vientos,"Vientos, Mark",Mark Vientos
maldoma01,Martin Maldonado,Martin,Maldonado,6887,Martin Maldonado,455117,Martin Maldonado,1601825,Martin Maldonado,maldoma01,30289,Martin Maldonado,48082,Martin Maldonado,"Maldonado, Martin",Martin Maldonado
perezma02,Martin Perez,Martin,Perez,6902,Martin Perez,527048,Martin Perez,1674411,Martin Perez,perezma02,31098,Martin Perez,58533,Martin Perez,"Perez, Martin",Martin Perez
gonzama01,Marwin Gonzalez,Marwin,Gonzalez,5497,Marwin Gonzalez,503556,Marwin Gonzalez,1599169,Marwin Gonzalez,gonzama01,30327,Marwin Gonzalez,50609,Marwin Gonzalez,"Gonzalez, Marwin",Marwin Gonzalez
yoshima02,Masataka Yoshida,Masataka,Yoshida,31837,Masataka Yoshida,807799,Masataka Yoshida,29041593,Masataka Yoshida,yoshima02,,Masataka Yoshida,152764,Masataka Yoshida,"Yoshida, Masataka",Masataka Yoshida
englema01,Mason Englert,Mason,Englert,sa3015036,Mason Englert,669438,Mason Englert,2932717,Mason Englert,englema01,,Mason Englert,119330,Mason Englert,"Englert, Mason",Mason Englert
winnma01,Masyn Winn,Masyn,Winn,sa3014506,Masyn Winn,691026,Masyn Winn,3166487,Masyn Winn,winnma01,,Masyn Winn,147872,Masyn Winn,"Winn, Masyn",Masyn Winn
barnema01,Matt Barnes,Matt,Barnes,12863,Matt Barnes,598264,Matt Barnes,1947821,Matt Barnes,barnema01,32147,Matt Barnes,70758,Matt Barnes,"Barnes, Matt",Matt Barnes
beatyma01,Matt Beaty,Matt,Beaty,17710,Matt Beaty,607461,Matt Beaty,2750312,Matt Beaty,beatyma01,37004,Matt Beaty,71328,Matt Beaty,"Beaty, Matt",Matt Beaty
boydma01,Matt Boyd,Matt,Boyd,15440,Matthew Boyd,571510,Matt Boyd,2173411,Matthew Boyd,boydma01,34401,Matt Boyd,102011,Matthew Boyd,"Boyd, Matt",Matthew Boyd
brashma01,Matt Brash,Matt,Brash,25756,Matt Brash,666374,Matt Brash,26757032,Matt Brash,brashma01,,Matt Brash,114244,Matt Brash,"Brash, Matt",Matt Brash
bushma01,Matt Bush,Matt,Bush,1246,Matt Bush,456713,Matt Bush,547421,Matt Bush,bushma01,30074,Matt Bush,47181,Matt Bush,"Bush, Matt",Matt Bush
carpema01,Matt Carpenter,Matt,Carpenter,8090,Matt Carpenter,572761,Matt Carpenter,1794765,Matt Carpenter,carpema01,31015,Matt Carpenter,60187,Matt Carpenter,"Carpenter, Matt",Matt Carpenter
chapmma01,Matt Chapman,Matt,Chapman,16505,Matt Chapman,656305,Matt Chapman,2135256,Matt Chapman,chapmma01,33857,Matt Chapman,104744,Matt Chapman,"Chapman, Matt",Matt Chapman
davidma02,Matt Davidson,Matt,Davidson,7226,Matt Davidson,571602,Matt Davidson,1803183,Matt Davidson,davidma02,31145,Matt Davidson,60958,Matt Davidson,"Davidson, Matt",Matt Davidson
duffyma01,Matt Duffy,Matt,Duffy,13836,Matt Duffy,622110,Matt Duffy,2120665,Matt Duffy,duffyma01,33453,Matt Duffy,100736,Matt Duffy,"Duffy, Matt",Matt Duffy
fostema01,Matt Foster,Matt,Foster,19647,Matt Foster,641582,Matt Foster,2921090,Matt Foster,fostema01,40706,Matt Foster,107809,Matt Foster,"Foster, Matt",Matt Foster
kochma01,Matt Koch,Matt,Koch,13420,Matt Koch,571863,Matt Koch,2210230,Matt Koch,kochma01,34849,Matt Koch,99961,Matt Koch,"Koch, Matt",Matt Koch
mannima01,Matt Manning,Matt,Manning,20369,Matt Manning,666159,Matt Manning,2250594,Matt Manning,mannima02,40920,Matt Manning,108966,Matt Manning,"Manning, Matt",Matt Manning
mervima01,Matt Mervis,Matt,Mervis,sa3015051,Matt Mervis,670223,Matt Mervis,28944596,Matt Mervis,mervima01,,Matt Mervis,129286,Matt Mervis,"Mervis, Matt",Matt Mervis
moorema02,Matt Moore,Matt,Moore,1890,Matt Moore,519043,Matt Moore,1739600,Matt Moore,moorema02,31099,Matt Moore,57473,Matt Moore,"Moore, Matt",Matt Moore
olsonma02,Matt Olson,Matt,Olson,14344,Matt Olson,621566,Matt Olson,2044509,Matt Olson,olsonma02,32767,Matt Olson,100668,Matt Olson,"Olson, Matt",Matt Olson
strahma01,Matt Strahm,Matt,Strahm,13799,Matt Strahm,621381,Matt Strahm,2210233,Matt Strahm,strahma01,34862,Matt Strahm,100612,Matt Strahm,"Strahm, Matt",Matt Strahm
swarmma01,Matt Swarmer,Matt,Swarmer,19705,Matt Swarmer,664161,Matt Swarmer,3152888,Matt Swarmer,swarmma01,,Matt Swarmer,109084,Matt Swarmer,"Swarmer, Matt",Matt Swarmer
thaisma01,Matt Thaiss,Matt,Thaiss,19318,Matt Thaiss,642136,Matt Thaiss,2250601,Matt Thaiss,thaisma01,36176,Matt Thaiss,108661,Matt Thaiss,"Thaiss, Matt",Matt Thaiss
vierlma01,Matt Vierling,Matt,Vierling,21558,Matt Vierling,663837,Matt Vierling,2933175,Matt Vierling,vierlma01,41636,Matt Vierling,140000,Matt Vierling,"Vierling, Matt",Matt Vierling
wallnma01,Matt Wallner,Matt,Wallner,26466,Matt Wallner,670242,Matt Wallner,3117939,Matt Wallner,wallnma01,,Matt Wallner,140293,Matt Wallner,"Wallner, Matt",Matt Wallner
wislema01,Matt Wisler,Matt,Wisler,12804,Matt Wisler,605538,Matt Wisler,2044514,Matt Wisler,wislema01,32802,Matt Wisler,70497,Matt Wisler,"Wisler, Matt",Matt Wisler
battema01,Matthew Batten,Matthew,Batten,20157,Matthew Batten,676946,Matthew Batten,2836581,Matthew Batten,battema01,,,,,"Batten, Matthew",
festama01,Matthew Festa,Matthew,Festa,19330,Matthew Festa,670036,Matthew Festa,2822697,Matt Festa,festama01,,Matthew Festa,107792,Matthew Festa,"Festa, Matthew",Matthew Festa
liberma01,Matthew Liberatore,Matthew,Liberatore,22294,Matthew Liberatore,669461,Matthew Liberatore,2942976,Matthew Liberatore,liberma01,,Matthew Liberatore,126657,Matthew Liberatore,"Liberatore, Matthew",Matthew Liberatore
dubonma01,Mauricio Dubon,Mauricio,Dubon,16530,Mauricio Dubon,643289,Mauricio Dubon,2226887,Mauricio Dubon,dubonma01,35304,Mauricio Dubon,103355,Mauricio Dubon,"Dubon, Mauricio",Mauricio Dubon
castima03,Max Castillo,Max,Castillo,21956,Max Castillo,666721,Max Castillo,2821908,Maximo Castillo,castima03,,Max Castillo,107604,Max Castillo,"Castillo, Max",Max Castillo
